Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR23426217_1 - illumina_universal_adapter	(1, 0.00010255920649755462)	(2, 0.00016782415608690754)	(3, 0.00030767761949266383)	(4, 0.00036361900485496634)	(5, 0.0004941489040336723)	(6, 0.0007458851381640336)	(7, 0.0008577679088886386)	(8, 0.0010162685007484957)	(9, 0.0015197409690092185)	(10, 0.0017155358177772771)	(11, 0.0024148031348060588)	(12, 0.003291218172148798)	(13, 0.003710778562366067)	(14, 0.004288839544443193)	(15, 0.005146607453331831)	(16, 0.005444961508597445)	(17, 0.0058831690272688145)	(18, 0.006657024858113999)	(19, 0.007300350789780479)	(20, 0.007962323849901058)	(21, 0.008652267602702789)	(22, 0.009099798685601209)	(23, 0.009733801053040638)	(24, 0.010544951140794024)	(25, 0.01090857014564899)	(26, 0.011673102412267126)	(27, 0.01265207665610742)	(28, 0.014423553859246999)	(29, 0.01556102869494715)	(30, 0.017220623127362125)	(31, 0.01910398310122631)	(32, 0.021378932772626612)	(33, 0.024092089962698283)	(34, 0.027942721988470108)	(35, 0.032930828849942084)	(36, 0.03823593689513377)	(37, 0.04286042475175078)	(38, 0.0476900310213629)	(39, 0.05289257986005703)	(40, 0.058337541368654475)	(41, 0.06449109375850776)	(42, 0.07129729564425456)	(43, 0.07746949516256194)	(44, 0.08557167247586875)	(45, 0.09394423315176002)	(46, 0.10419083023728844)	(47, 0.11400854336837253)	(48, 0.12379828580677547)	(49, 0.1351170927784147)	(50, 0.1495592937661158)	(51, 0.16537205869519328)	(52, 0.1822197392534734)	(53, 0.20184584195141453)	(54, 0.2230289798752731)	(55, 0.25220241234171387)	(56, 0.2873149552207857)	(57, 0.31949057536833675)	(58, 0.3484029480364201)	(59, 0.3761032573549869)	(60, 0.40465201101821524)	(61, 0.43263202726359357)	(62, 0.4621690787348893)	(63, 0.4909975393249292)	(64, 0.5222687737424563)	(65, 0.5550877198216738)
SRR23426217_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0001864712845410084)	(4, 0.00039158969753611765)	(5, 0.0011188277072460503)	(6, 0.001734182946231378)	(7, 0.0018740364096371343)	(8, 0.0021444197722215964)	(9, 0.0024800680843954114)	(10, 0.0027131571900716723)	(11, 0.0028530106534774284)	(12, 0.003095423323380739)	(13, 0.003235276786786496)	(14, 0.0034124245071004535)	(15, 0.003533630842052109)	(16, 0.0037201021265931174)	(17, 0.003887926282680025)	(18, 0.0039345441038152774)	(19, 0.004102368259902184)	(20, 0.0041583096452644875)	(21, 0.004260868851762042)	(22, 0.004372751622486647)	(23, 0.004475310828984201)	(24, 0.0046058407281629075)	(25, 0.004792312012703916)	(26, 0.004978783297244924)	(27, 0.005733991999636008)	(28, 0.00622814090366968)	(29, 0.006731613371930403)	(30, 0.00756141058813789)	(31, 0.00799961810680926)	(32, 0.008307295726301924)	(33, 0.008587002653113436)	(34, 0.008941298093741352)	(35, 0.009276946405915167)	(36, 0.009612594718088983)	(37, 0.009976213722943949)	(38, 0.01046103906275057)	(39, 0.010778040246470284)	(40, 0.011309483407412158)	(41, 0.012288457651252452)	(42, 0.013379314665817352)	(43, 0.015076203355140528)	(44, 0.023318234131853098)	(45, 0.16391758267577342)	(46, 0.16603403175531387)	(47, 0.16729271292596568)	(48, 0.168281010734033)	(49, 0.17000587011603735)	(50, 0.1722528490947565)	(51, 0.18290968300627514)	(52, 0.19012612171801216)	(53, 0.1928486024723109)	(54, 0.1963449390574548)	(55, 0.19791129784759925)	(56, 0.20027948316127006)	(57, 0.20216284313513425)	(58, 0.20315114094320158)	(59, 0.2043911749853993)	(60, 0.20629318208771757)	(61, 0.20748659830878005)	(62, 0.20836301334612278)	(63, 0.20964034164522868)	(64, 0.21057269806793372)	(65, 0.21171949646786092)
SRR23426217_2 - illumina_universal_adapter	(1, 8.391207804345377e-05)	(2, 0.00017714772031395798)	(3, 0.00031700118371971427)	(4, 0.0003822661333090672)	(5, 0.00048482533980662184)	(6, 0.000689943752801731)	(7, 0.0007831793950722353)	(8, 0.0009323564227050419)	(9, 0.001463799583646916)	(10, 0.001622300175506773)	(11, 0.002246978978719151)	(12, 0.0031886589656512435)	(13, 0.003626866484322613)	(14, 0.004176956773718588)	(15, 0.005025401118380176)	(16, 0.005342402302099891)	(17, 0.00578060982077126)	(18, 0.006591759908524647)	(19, 0.007253732968645226)	(20, 0.007925029592992856)	(21, 0.008652267602702789)	(22, 0.009099798685601209)	(23, 0.00975244818149474)	(24, 0.010582245397702226)	(25, 0.010936540838330143)	(26, 0.011729043797629428)	(27, 0.01269869447724267)	(28, 0.014507465937290452)	(29, 0.015700882158352907)	(30, 0.01733250589808673)	(31, 0.019215865871950916)	(32, 0.021425550593761864)	(33, 0.02416667847651469)	(34, 0.027886780603107807)	(35, 0.032790975386536324)	(36, 0.03795622996832226)	(37, 0.042468835054214664)	(38, 0.047177234988875126)	(39, 0.0522026361072553)	(40, 0.057666244744306844)	(41, 0.06367994367075437)	(42, 0.07044885129959297)	(43, 0.0764066088406782)	(44, 0.0843782562548063)	(45, 0.09248043356811311)	(46, 0.10219558749269965)	(47, 0.11153779884820417)	(48, 0.12115039356629315)	(49, 0.132217464303802)	(50, 0.14610957500210714)	(51, 0.16159601518323788)	(52, 0.178080076736663)	(53, 0.19731458973706803)	(54, 0.21809681439916342)	(55, 0.24666421519084591)	(56, 0.2811893735236136)	(57, 0.3125258728907301)	(58, 0.34072965467755756)	(59, 0.36762813747259804)	(60, 0.3950953576854886)	(61, 0.42191925196671265)	(62, 0.45052394701530335)	(63, 0.47852261038913574)	(64, 0.509085253925407)	(65, 0.5407201073477891)
SRR23426217_2 - polya	(1, 7.458851381640336e-05)	(2, 0.00044753108289842015)	(3, 0.0009416799869320924)	(4, 0.0019206542307723864)	(5, 0.0032166296583323946)	(6, 0.005230519531375285)	(7, 0.009165063635190563)	(8, 0.015439822359995494)	(9, 0.02203158226852014)	(10, 0.027980016245378308)	(11, 0.03365806685965202)	(12, 0.04048291587385292)	(13, 0.04657120331411685)	(14, 0.05267813788283487)	(15, 0.058579954038557785)	(16, 0.0644817701942807)	(17, 0.07001996734514865)	(18, 0.07600569557891503)	(19, 0.08204736519804369)	(20, 0.08749232670664114)	(21, 0.09275081693069757)	(22, 0.0978041887417589)	(23, 0.10289485480972843)	(24, 0.10916961353453336)	(25, 0.11526722453902434)	(26, 0.12170980741991617)	(27, 0.12786335980976946)	(28, 0.1330099672631013)	(29, 0.13725218898640923)	(30, 0.14186735327879918)	(31, 0.14634266410778338)	(32, 0.15079000424408642)	(33, 0.15479913686171812)	(34, 0.15977792015896303)	(35, 0.16399217118958984)	(36, 0.16791739172917805)	(37, 0.17186125939722038)	(38, 0.17507788905555277)	(39, 0.1781546652504794)	(40, 0.18152979550067166)	(41, 0.18485830792972868)	(42, 0.18773928927588726)	(43, 0.19103050744803604)	(44, 0.19417254859255204)	(45, 0.1969975885533483)	(46, 0.1999345112848692)	(47, 0.2027781983741196)	(48, 0.20546338487151009)	(49, 0.20865204383716135)	(50, 0.21137452459146006)	(51, 0.21369609208399562)	(52, 0.21617616016839103)	(53, 0.2185536690462889)	(54, 0.22076335376809983)	(55, 0.22329936323785754)	(56, 0.22526663528976518)	(57, 0.22757887921807368)	(58, 0.2297605932472035)	(59, 0.2322966027169612)	(60, 0.23488855357208122)	(61, 0.2377322406613316)	(62, 0.2404733685440844)	(63, 0.2432984085048807)	(64, 0.24584374153886546)	(65, 0.24869675219234288)
SRR23426217_2 - polyg	(1, 0.5982371750644632)	(2, 0.6052112011062969)	(3, 0.6064885294054028)	(4, 0.6071411789012963)	(5, 0.6077192398833734)	(6, 0.6084278307646293)	(7, 0.6092016865954745)	(8, 0.610050130940136)	(9, 0.6110943701335656)	(10, 0.6118216081432756)	(11, 0.6125674932814397)	(12, 0.6132481134700143)	(13, 0.6138541451447725)	(14, 0.6139846750439513)	(15, 0.614105881378903)	(16, 0.6143109997918981)	(17, 0.6144135589983956)	(18, 0.6145813831544825)	(19, 0.6147119130536612)	(20, 0.6147958251317047)	(21, 0.6149356785951104)	(22, 0.6150382378016079)	(23, 0.6151501205723325)	(24, 0.6152713269072843)	(25, 0.6154484746275982)	(26, 0.6155696809625498)	(27, 0.6161011241234917)	(28, 0.6162782718438057)	(29, 0.6165673023348442)	(30, 0.6171733340096025)	(31, 0.6174064231152788)	(32, 0.617630188656728)	(33, 0.6178353070697231)	(34, 0.6181336611249887)	(35, 0.6182362203314863)	(36, 0.6184133680518002)	(37, 0.618553221515206)	(38, 0.6187583399282011)	(39, 0.6189541347769691)	(40, 0.6191219589330561)	(41, 0.6192991066533701)	(42, 0.619476254373684)	(43, 0.6195508428875004)	(44, 0.6197000199151332)	(45, 0.6198119026858578)	(46, 0.6198864911996742)	(47, 0.6199517561492636)	(48, 0.6200916096126693)	(49, 0.6202594337687563)	(50, 0.6204645521817513)	(51, 0.6206883177232005)	(52, 0.6208841125719686)	(53, 0.621126525241872)	(54, 0.621331643654867)	(55, 0.6214808206824998)	(56, 0.6216766155312679)	(57, 0.6218257925589007)	(58, 0.6220402345361229)	(59, 0.6222919707702532)	(60, 0.622431824233659)	(61, 0.6225530305686107)	(62, 0.6226649133393353)	(63, 0.6228793553165574)	(64, 0.6229632673946008)	(65, 0.6230565030368713)
SRR23426218_1 - illumina_universal_adapter	(1, 7.468424125167469e-05)	(2, 9.957898833556625e-05)	(3, 0.00019085972764316866)	(4, 0.00020745622569909636)	(5, 0.00035682470820244574)	(6, 0.0006389651751532168)	(7, 0.0007634389105726746)	(8, 0.0009045091440480601)	(9, 0.0011700531129429034)	(10, 0.0013941058366979276)	(11, 0.0021326500001867107)	(12, 0.0030039661481229153)	(13, 0.0032778083660457225)	(14, 0.003709317315499843)	(15, 0.004306791245513241)	(16, 0.004713405447883469)	(17, 0.00510342315219777)	(18, 0.005750686576378951)	(19, 0.006281774514168638)	(20, 0.006879248444182035)	(21, 0.007377143385859867)	(22, 0.00779205583725806)	(23, 0.008348038522131637)	(24, 0.008953810701173)	(25, 0.009526389884102504)	(26, 0.010215144553423506)	(27, 0.010845811479548757)	(28, 0.01231460155749836)	(29, 0.013194215954462529)	(30, 0.014331076071293577)	(31, 0.015700287160907614)	(32, 0.01737653346455631)	(33, 0.019168955254596505)	(34, 0.021774605449377153)	(35, 0.02542583502168125)	(36, 0.029309415566768336)	(37, 0.032520837940590346)	(38, 0.03575715506149625)	(39, 0.039167735411989396)	(40, 0.04291854397262906)	(41, 0.047407896696757504)	(42, 0.05242833735867563)	(43, 0.05698407607502779)	(44, 0.062444323935428)	(45, 0.06814522101763917)	(46, 0.07586259261364556)	(47, 0.08272524455977166)	(48, 0.09026005467716285)	(49, 0.09865788269346226)	(50, 0.10951199242203899)	(51, 0.12269791012747355)	(52, 0.136829828222096)	(53, 0.15417316869054046)	(54, 0.17275294826415152)	(55, 0.19764769534804308)	(56, 0.23140497239380003)	(57, 0.26331173990632106)	(58, 0.292704137963369)	(59, 0.3175739903001767)	(60, 0.3449001243492617)	(61, 0.37262457435168894)	(62, 0.40197548116359705)	(63, 0.43189896715843473)	(64, 0.46456917358152844)	(65, 0.49933883700869697)
SRR23426218_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00013277198444742167)	(4, 0.0002738422179228072)	(5, 0.0009294038911319517)	(6, 0.0015102813230894216)	(7, 0.0018007200390681565)	(8, 0.002116053502130783)	(9, 0.0025309659535289754)	(10, 0.0028214046695077106)	(11, 0.0031533346306262646)	(12, 0.0034105803504931444)	(13, 0.003651229572304096)	(14, 0.0039250717902269035)	(15, 0.004132528015925999)	(16, 0.004323387743569168)	(17, 0.004580633463436048)	(18, 0.004746598443995325)	(19, 0.004970651167750349)	(20, 0.00510342315219777)	(21, 0.005302581128868903)	(22, 0.005551528599707819)	(23, 0.005767283074434879)	(24, 0.005983037549161939)	(25, 0.006256879767084746)	(26, 0.006530721985007554)	(27, 0.007692476848922493)	(28, 0.008215266537684215)	(29, 0.009069986187564494)	(30, 0.010563671012597987)	(31, 0.01119433793872324)	(32, 0.011642443386233287)	(33, 0.012073952335687409)	(34, 0.012455671790973746)	(35, 0.012812496499176191)	(36, 0.013169321207378636)	(37, 0.013451461674329408)	(38, 0.013808286382531855)	(39, 0.014214900584902082)	(40, 0.014762585020747697)	(41, 0.015733480157019468)	(42, 0.0169201297680183)	(43, 0.019534078211826914)	(44, 0.03647080447790114)	(45, 0.3675875371917149)	(46, 0.3708155560635928)	(47, 0.3722843461415424)	(48, 0.3738776099549115)	(49, 0.37612643544148966)	(50, 0.38030045470255547)	(51, 0.4030708500352883)	(52, 0.41825664575646215)	(53, 0.4233185776635201)	(54, 0.43015633486256233)	(55, 0.43287816054373446)	(56, 0.4361144776646404)	(57, 0.4389939700773438)	(58, 0.44013912844320285)	(59, 0.4415249360308728)	(60, 0.4431016033461859)	(61, 0.44431314770426866)	(62, 0.44530063933859637)	(63, 0.4466200609340426)	(64, 0.44759925431934233)	(65, 0.44881909692645305)
SRR23426218_2 - illumina_universal_adapter	(1, 8.298249027963854e-05)	(2, 0.00011617548639149397)	(3, 0.0001991579766711325)	(4, 0.00021575447472706023)	(5, 0.000398315953342265)	(6, 0.0006223686770972891)	(7, 0.000738544163488783)	(8, 0.000912807393076024)	(9, 0.001145158365859012)	(10, 0.001360912840586072)	(11, 0.0020911587550468914)	(12, 0.00297077315201106)	(13, 0.0032197206228499757)	(14, 0.0036761243193879876)	(15, 0.004273598249401385)	(16, 0.004647019455659759)	(17, 0.005061931907057951)	(18, 0.005700897082211168)	(19, 0.006231985020000855)	(20, 0.006804564202930361)	(21, 0.007260967899468372)	(22, 0.007684178599894529)	(23, 0.008231863035740144)	(24, 0.008812740467697613)	(25, 0.009435109144794902)	(26, 0.010090670818004048)	(27, 0.010779425487325047)	(28, 0.012198426071106865)	(29, 0.013061443970015107)	(30, 0.014082128600454661)	(31, 0.015376655448817023)	(32, 0.017036305254409793)	(33, 0.018803832297366093)	(34, 0.021392885994090817)	(35, 0.024836659340695816)	(36, 0.028512783660083803)	(37, 0.03158313580043043)	(38, 0.0347115756839728)	(39, 0.03791469980876685)	(40, 0.04157422763009891)	(41, 0.04589761537366808)	(42, 0.05053633658029987)	(43, 0.054909513818036826)	(44, 0.06005442821537441)	(45, 0.06548978132869074)	(46, 0.07275904747718707)	(47, 0.07910720798357943)	(48, 0.08600305292581739)	(49, 0.09377851226501951)	(50, 0.10416792004803027)	(51, 0.11649081985455659)	(52, 0.1298012112954106)	(53, 0.14637281460425444)	(54, 0.16418915526729283)	(55, 0.1878640597440737)	(56, 0.21986210799590233)	(57, 0.24951175177281718)	(58, 0.277095131541769)	(59, 0.3004215095593754)	(60, 0.32594692356939226)	(61, 0.3515636183187167)	(62, 0.3791469980876685)	(63, 0.4072199745492702)	(64, 0.4379234959527365)	(65, 0.47007091268706847)
SRR23426218_2 - polya	(1, 0.00010787723736353011)	(2, 0.000340228210146518)	(3, 0.0009625968872438071)	(4, 0.0024396852142213733)	(5, 0.0037674050586955898)	(6, 0.005393861868176505)	(7, 0.00880444221866965)	(8, 0.014837269261999372)	(9, 0.020463482102958865)	(10, 0.025824150975023514)	(11, 0.03173250428293378)	(12, 0.039341998641576635)	(13, 0.04524205370045893)	(14, 0.051814266930606305)	(15, 0.057506865763789515)	(16, 0.06404588599782503)	(17, 0.06968869533684045)	(18, 0.07574641712725406)	(19, 0.08189541965697528)	(20, 0.08776228171974572)	(21, 0.09321423133111797)	(22, 0.0981682860008124)	(23, 0.1036783233553804)	(24, 0.10971115039871011)	(25, 0.11673146907636754)	(26, 0.12328708580845898)	(27, 0.13007505351333343)	(28, 0.13517847666553118)	(29, 0.1398835838643867)	(30, 0.14560937569368176)	(31, 0.15019830740614576)	(32, 0.15504448483847666)	(33, 0.15911062686217894)	(34, 0.16371615507269888)	(35, 0.16758313911973005)	(36, 0.1717488601317679)	(37, 0.175624142427827)	(38, 0.17990603892625637)	(39, 0.18369833873203584)	(40, 0.18745744554170346)	(41, 0.19074355215677716)	(42, 0.19397986927768307)	(43, 0.1975066251145677)	(44, 0.20046080176852282)	(45, 0.2037966978777643)	(46, 0.2070994009908939)	(47, 0.2104269988511074)	(48, 0.2133728772560346)	(49, 0.21666728212013625)	(50, 0.2193393183071406)	(51, 0.22196986324900514)	(52, 0.22447593445545022)	(53, 0.22689072492258772)	(54, 0.22887400644027106)	(55, 0.2315045513821356)	(56, 0.23365379788037824)	(57, 0.23610178134362758)	(58, 0.238533168308821)	(59, 0.2408483797876229)	(60, 0.24364488971004672)	(61, 0.2466820488542815)	(62, 0.24961133076115274)	(63, 0.25266508640344343)	(64, 0.256216736987412)	(65, 0.2599675455480516)
SRR23426218_2 - polyg	(1, 0.9933501981414412)	(2, 1.0005862712938256)	(3, 1.0021961316052506)	(4, 1.0029595705158234)	(5, 1.003963658648207)	(6, 1.0051835012553176)	(7, 1.006245677130897)	(8, 1.007606589971483)	(9, 1.009233046780964)	(10, 1.0105358718783544)	(11, 1.0119299777150523)	(12, 1.012892574602296)	(13, 1.013606224018701)	(14, 1.014021136470099)	(15, 1.014278382189966)	(16, 1.014543926158861)	(17, 1.014759680633588)	(18, 1.0149422421122032)	(19, 1.015191189583042)	(20, 1.0153737510616572)	(21, 1.0155065230461047)	(22, 1.0157554705169436)	(23, 1.0159297337465307)	(24, 1.016120593474174)	(25, 1.0164027339411248)	(26, 1.0166184884158518)	(27, 1.0176142782992075)	(28, 1.0178964187661583)	(29, 1.018195155731165)	(30, 1.019556068571751)	(31, 1.020029068766345)	(32, 1.0203527004784356)	(33, 1.020684630439554)	(34, 1.0210497533967846)	(35, 1.021389981606931)	(36, 1.0217634028131894)	(37, 1.0220040520350004)	(38, 1.0222198065097274)	(39, 1.0224272627354265)	(40, 1.0226347189611256)	(41, 1.0228753681829366)	(42, 1.0230745261596077)	(43, 1.023257087638223)	(44, 1.0233981578716982)	(45, 1.0235143333580898)	(46, 1.0236056140973975)	(47, 1.0236637018405932)	(48, 1.02392094756046)	(49, 1.024136702035187)	(50, 1.0243607547589422)	(51, 1.0245765092336692)	(52, 1.0248503514515919)	(53, 1.0251656849146547)	(54, 1.0254478253816053)	(55, 1.0257216675995282)	(56, 1.0260370010625908)	(57, 1.0263108432805137)	(58, 1.0265431942532965)	(59, 1.0267423522299677)	(60, 1.026916615459555)	(61, 1.0270659839420584)	(62, 1.0271821594284498)	(63, 1.027339826159981)	(64, 1.0274808963934565)	(65, 1.0276468613740157)
SRR23426219_1 - illumina_universal_adapter	(1, 0.0001653087926920289)	(2, 0.0002020440799569242)	(3, 0.000266330832670491)	(4, 0.00031224994175161014)	(5, 0.0005234778435247581)	(6, 0.0007530733889303539)	(7, 0.0009091983598061589)	(8, 0.001019404221600845)	(9, 0.0014234923815146933)	(10, 0.0016898232141851841)	(11, 0.0023510583849532998)	(12, 0.0031316832393323253)	(13, 0.003489852290165054)	(14, 0.003930675737343798)	(15, 0.0047664035226201665)	(16, 0.005106204929820448)	(17, 0.00544600633702073)	(18, 0.006226631191399755)	(19, 0.006777660500373184)	(20, 0.007356241274795286)	(21, 0.00806339555464452)	(22, 0.008439932249109697)	(23, 0.009183821816223828)	(24, 0.00990934373970551)	(25, 0.010313431899619358)	(26, 0.011029770001284817)	(27, 0.01182876249929629)	(28, 0.013041026979037834)	(29, 0.014152269418800918)	(30, 0.015676783840294074)	(31, 0.017568651134436182)	(32, 0.019901341875757032)	(33, 0.02274832663878642)	(34, 0.026238178928951476)	(35, 0.030673964866187585)	(36, 0.03532097870519684)	(37, 0.03971084553335183)	(38, 0.04404560943060948)	(39, 0.048288535109704885)	(40, 0.053284534177730644)	(41, 0.05882237873291361)	(42, 0.06471839233892931)	(43, 0.07066032505402613)	(44, 0.07872372060867065)	(45, 0.08606159423983349)	(46, 0.09505255579791662)	(47, 0.10419964232687555)	(48, 0.11373244937211588)	(49, 0.1243030282825895)	(50, 0.13873999617769336)	(51, 0.15337900815275415)	(52, 0.17010274768009773)	(53, 0.19000408955585477)	(54, 0.2116411737548781)	(55, 0.2393579479962416)	(56, 0.2756615956357744)	(57, 0.3079610969634336)	(58, 0.3390942529204324)	(59, 0.3672059314998935)	(60, 0.39633701430095547)	(61, 0.42444869288041664)	(62, 0.4536165109687435)	(63, 0.48362924066416296)	(64, 0.5154328156137461)	(65, 0.5475761919705295)
SRR23426219_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00029388229811916247)	(4, 0.0005142940217085344)	(5, 0.001166345370660426)	(6, 0.001754109966898751)	(7, 0.002029624621385466)	(8, 0.0023602422067695236)	(9, 0.0028653524066618342)	(10, 0.003186786170229668)	(11, 0.003471484646532607)	(12, 0.0037286316573868737)	(13, 0.003921491915527574)	(14, 0.00407761688640338)	(15, 0.004169455104565617)	(16, 0.0043531315408900945)	(17, 0.004536807977214571)	(18, 0.0047664035226201665)	(19, 0.004922528493495971)	(20, 0.005060285820739329)	(21, 0.0051796755043502386)	(22, 0.005354168118858491)	(23, 0.005583763664264087)	(24, 0.0058041753878534585)	(25, 0.005978668002361712)	(26, 0.006226631191399755)	(27, 0.00700725604577878)	(28, 0.007438895671141301)	(29, 0.007971557336482282)	(30, 0.008935858627185784)	(31, 0.009257292390753617)	(32, 0.009569542332505229)	(33, 0.009845056986991943)	(34, 0.010194042216008448)	(35, 0.010616498019554745)	(36, 0.010882828852225235)	(37, 0.01135120376485265)	(38, 0.011792027212031394)	(39, 0.012159380084680347)	(40, 0.01271959321547)	(41, 0.013527769535297697)	(42, 0.014547173756898542)	(43, 0.016255364614716175)	(44, 0.02159116508994222)	(45, 0.11376000083756455)	(46, 0.11559676520080932)	(47, 0.11688250025508065)	(48, 0.11806721326937353)	(49, 0.11938049978909353)	(50, 0.12150196262864124)	(51, 0.12844493192170645)	(52, 0.132899085502575)	(53, 0.1348185042621658)	(54, 0.13793181985786565)	(55, 0.13939204752664525)	(56, 0.14134820157350092)	(57, 0.1430655762531348)	(58, 0.14409416429655186)	(59, 0.14502173029999046)	(60, 0.14639930357242403)	(61, 0.14734523721949508)	(62, 0.148245251757485)	(63, 0.14936567801906434)	(64, 0.15040344988429763)	(65, 0.1514687732149796)
SRR23426219_2 - illumina_universal_adapter	(1, 0.0001653087926920289)	(2, 0.0002020440799569242)	(3, 0.0002571470108542672)	(4, 0.00032143376356783394)	(5, 0.0005693969526058773)	(6, 0.0007530733889303539)	(7, 0.0009183821816223827)	(8, 0.001010220399784621)	(9, 0.0013775732724335742)	(10, 0.001653087926920289)	(11, 0.0023694260285857475)	(12, 0.0032235214574945635)	(13, 0.003609241973775964)	(14, 0.004040881599138484)	(15, 0.00484905791896618)	(16, 0.005170491682534015)	(17, 0.005510293089734297)	(18, 0.0062817341222970976)	(19, 0.006823579609454304)	(20, 0.007411344205692629)	(21, 0.008054211732828297)	(22, 0.008403196961844802)	(23, 0.00916545417259138)	(24, 0.009845056986991943)	(25, 0.010239961325089567)	(26, 0.010937931783122579)	(27, 0.011700188993869156)	(28, 0.012857350542713359)	(29, 0.01394104151702777)	(30, 0.015456372116704701)	(31, 0.01725640119268457)	(32, 0.019515621359475634)	(33, 0.02228913554797523)	(34, 0.025742252550875387)	(35, 0.029939259120889676)	(36, 0.03431994212722844)	(37, 0.0383883751918156)	(38, 0.04249354354366765)	(39, 0.04660789571733592)	(40, 0.05138348306177232)	(41, 0.05672846735881458)	(42, 0.06233059866671112)	(43, 0.06798783290550499)	(44, 0.07568387558750056)	(45, 0.0825258228405873)	(46, 0.09099330655514568)	(47, 0.09961691524057986)	(48, 0.10869971501682522)	(49, 0.1186733455092443)	(50, 0.13234805619360157)	(51, 0.14620644331428334)	(52, 0.1623516020672048)	(53, 0.18150905437584772)	(54, 0.20210836670963778)	(55, 0.22893431023482758)	(56, 0.2630981273911802)	(57, 0.29383637901008136)	(58, 0.32315113824746783)	(59, 0.3494719715727653)	(60, 0.3764081209597498)	(61, 0.40286671161229065)	(62, 0.4305926696754704)	(63, 0.45938395106933205)	(64, 0.4900211806482548)	(65, 0.5198043147982686)
SRR23426219_2 - polya	(1, 3.673528726489531e-05)	(2, 0.00042245580354629604)	(3, 0.0010745071524981878)	(4, 0.002029624621385466)	(5, 0.003453117002900159)	(6, 0.00544600633702073)	(7, 0.00880728512175865)	(8, 0.015006364847709733)	(9, 0.020535025581076477)	(10, 0.02620144364168658)	(11, 0.03186786170229668)	(12, 0.038471029588161613)	(13, 0.04392621974699857)	(14, 0.049969174502073846)	(15, 0.055295791155483665)	(16, 0.06139384884145629)	(17, 0.06663781109852009)	(18, 0.0723868835554762)	(19, 0.07818187512151344)	(20, 0.08381155789485865)	(21, 0.08916572601371714)	(22, 0.09394131335815353)	(23, 0.09900159917889285)	(24, 0.1043741349413838)	(25, 0.10999463389291278)	(26, 0.11627636801520988)	(27, 0.12206217575943089)	(28, 0.12652551316211566)	(29, 0.13084190941574086)	(30, 0.13514912184754985)	(31, 0.13980531950837533)	(32, 0.1439196716820436)	(33, 0.1478136121321225)	(34, 0.15199225105850434)	(35, 0.1559412944394806)	(36, 0.16009238190041375)	(37, 0.16383019737961685)	(38, 0.16706290265892765)	(39, 0.1703966299782169)	(40, 0.17370280583205747)	(41, 0.17686204053683846)	(42, 0.17974576058713274)	(43, 0.18259274535016212)	(44, 0.1850448257750939)	(45, 0.18786425907267462)	(46, 0.19023368510126035)	(47, 0.19308066986428973)	(48, 0.19571642672554598)	(49, 0.1983338159431698)	(50, 0.20077671254628532)	(51, 0.20321960914940085)	(52, 0.20622271888330604)	(53, 0.208436019941016)	(54, 0.21051156367148258)	(55, 0.21313813671092258)	(56, 0.21527796719410275)	(57, 0.21713309920097995)	(58, 0.21925456204052765)	(59, 0.2215780689600323)	(60, 0.2239015758795369)	(61, 0.22605059018453327)	(62, 0.22837409710403792)	(63, 0.2308720966380508)	(64, 0.23311294916120942)	(65, 0.2354640075461627)
